metric,type,start_time,end_time,value,opt
Wakelock_in,service,1696436726554,1696436726562,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1696436732963,1696436734838,*walarm*:action_batch_upload,10226
Wakelock_in,service,1696436734838,1696436734838,*alarm*,10130
Wakelock_in,service,1696436735771,1696436735772,GCM_WORK,10044
Wakelock_in,service,1696436736191,1696436736287,*launch*,10113
Wakelock_in,service,1696436738868,1696436738873,GCM_WORK,10044
Wakelock_in,service,1696436739683,1696436739686,*alarm*:*job.delay*,10226
Wakelock_in,service,1696436739708,1696436739734,*job*/com.instagram.android/com.facebook.common.errorreporting.memory.service.jobschedulercompat.igsvc.DumperUploadService,10226
Wakelock_in,service,1696436740965,1696436740970,Wakeful StateMachine: GeofencerStateMachine,10044
Wakelock_in,service,1696436740970,1696436741010,NlpWakeLock,10044
Wakelock_in,service,1696436741044,1696436741045,*telephony-sem-radio*,1001
Wakelock_in,service,1696436741045,1696436741048,*telephony-sem-radio*,1001
Wakelock_in,service,1696436741051,1696436741051,*telephony-radio*,1001
Wakelock_in,service,1696436741049,1696436741054,*telephony-sem-radio*,1001
Wakelock_in,service,1696436741054,1696436741055,*telephony-sem-radio*,1001
Wakelock_in,service,1696436741028,1696436741058,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1696436741058,1696436741059,*telephony-sem-radio*,1001
Wakelock_in,service,1696436741051,1696436741063,*telephony-radio*,1000
Wakelock_in,service,1696436741063,1696436741064,*telephony-radio*,1001
Wakelock_in,service,1696436741060,1696436741077,*gms_scheduler*:internal,10044
Wakelock_in,service,1696436741103,1696436741110,AudioMix,1041
Wakelock_in,service,1696436741222,1696436741224,*telephony-radio*,1001
Wakelock_in,service,1696436741224,1696436741228,*telephony-radio*,1000
Wakelock_in,service,1696436741228,1696436741229,*telephony-radio*,1001
Wakelock_in,service,1696436741146,1696436741231,NetworkStats,1000
Wakelock_in,service,1696436741240,1696436741242,*telephony-radio*,1001
Wakelock_in,service,1696436741243,1696436741250,*telephony-radio*,1000
Wakelock_in,service,1696436741250,1696436741251,*telephony-radio*,1001
Wakelock_in,service,1696436741110,1696436741322,AudioMix,10009
Wakelock_in,service,1696436741322,1696436741473,AudioMix,1041
Wakelock_in,service,1696436741334,1696436742663,android.media.MediaPlayer,10009
Wakelock_in,service,1696436741473,1696436742687,AudioMix,10009
Wakelock_in,service,1696436742977,1696436742980,*telephony-radio*,1001
Wakelock_in,service,1696436742980,1696436742990,*telephony-radio*,1000
Wakelock_in,service,1696436742990,1696436742991,*telephony-radio*,1001
Wakelock_in,service,1696436743738,1696436743781,NetworkStats,1000
Wakelock_in,service,1696436742687,1696436744106,AudioMix,1041
Wakelock_in,service,1696436756501,1696436756504,*alarm*:StatsCompanionService.pull,1000
Wakelock_in,service,1696436756503,1696436756569,com.android.server.stats.StatsCompanionService.PullingAlarmListener,1000
Wakelock_in,service,1696436760051,1696436760055,*alarm*:TIME_TICK,1000
Wakelock_in,service,1696436774016,1696436774068,NetworkStats,1000
Wakelock_in,service,1696436778052,1696436778061,*walarm*:com.sec.android.intent.action.HQM_TRIGGER,1000
Wakelock_in,service,1696436778061,1696436778063,*alarm*,10113
Wakelock_in,service,1696436778777,1696436778778,*job*/it.vodafone.my190/com.vodafone.netperform.runtime.NetPerformJobService,10304
Wakelock_in,service,1696436781097,1696436781098,*telephony-radio*,1001
Wakelock_in,service,1696436781098,1696436781103,*telephony-radio*,1000
Wakelock_in,service,1696436781103,1696436781103,*telephony-radio*,1001
Wakelock_in,service,1696436783992,1696436784088,*job*/it.vodafone.my190/com.vodafone.netperform.runtime.NetPerformJobService,10304
Wakelock_in,service,1696436785105,1696436785744,*job*/com.samsung.android.lool/com.samsung.android.sm.history.SdhmsIntegrationService,1000
Wakelock_in,service,1696436786553,1696436786558,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1696436789548,1696436789549,*telephony-radio*,1001
Wakelock_in,service,1696436789549,1696436789555,*telephony-radio*,1000
Wakelock_in,service,1696436789555,1696436789555,*telephony-radio*,1001
Wakelock_in,service,1696436784288,1696436790365,MotionRecognitionSensorChecker,1000
Wakelock_in,service,1696436790520,1696436790544,*job*/com.whatsapp/.push.RegistrationIntentService,10227
Wakelock_in,service,1696436790609,1696436790694,*job*/com.sec.android.daemonapp/.service.LoggerService,10182
Wakelock_in,service,1696436789442,1696436791276,*launch*,10227
Wakelock_in,service,1696436791340,1696436791348,*job*/com.whatsapp/.crash.upload.ExceptionsUploadService,10227
Wakelock_in,service,1696436791385,1696436791386,GCM_WORK,10044
Wakelock_in,service,1696436791389,1696436791492,com.whatsapp:NtpAction#updateNtp,10227
Wakelock_in,service,1696436791315,1696436791495,*job*/com.whatsapp/.AlarmService,10227
Wakelock_in,service,1696436791920,1696436791930,*launch*,10227
Wakelock_in,service,1696436791930,1696436792064,*launch*,10113
Wakelock_in,service,1696436794446,1696436794453,GCM_WORK,10044
Wakelock_in,service,1696436796503,1696436796506,*telephony-radio*,1001
Wakelock_in,service,1696436796506,1696436796517,*telephony-radio*,1001
Wakelock_in,service,1696436796517,1696436796520,*telephony-radio*,1001
Wakelock_in,service,1696436778105,1696436798345,*job*/com.samsung.android.sm.devicesecurity/.BackgroundCloudScanJobService,5012
Wakelock_in,service,1696436804700,1696436804730,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1696436805046,1696436805058,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1696436813117,1696436813549,*telephony-radio*,1001
Wakelock_in,service,1696436813549,1696436813556,*telephony-radio*,1000
Wakelock_in,service,1696436813556,1696436813557,*telephony-radio*,1001
Wakelock_in,service,1696436594717,1696436813640,screen,-1
Wakelock_in,service,1696436790728,1696436813640,*job*/com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
