metric,type,start_time,end_time,value,opt
Wakelock_in,service,1695721767831,1695721768847,SmartFaceService,1000
Wakelock_in,service,1695721781684,1695721781760,*launch*,10009
Wakelock_in,service,1695721782567,1695721782570,*launch*,10009
Wakelock_in,service,1695721782570,1695721782615,*launch*,1000
Wakelock_in,service,1695721789565,1695721789572,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695721800008,1695721800011,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695721799778,1695721800709,SmartFaceService,1000
Wakelock_in,service,1695721814721,1695721814726,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814726,1695721814733,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814733,1695721814735,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814755,1695721814760,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814761,1695721814766,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814766,1695721814767,*telephony-sem-radio*,1001
Wakelock_in,service,1695721824764,1695721825103,SmartFaceService,1000
Wakelock_in,service,1695721839546,1695721839586,*walarm*:com.google.android.gms.gcm.HEARTBEAT_ALARM,10044
Wakelock_in,service,1695721839572,1695721839597,GCM_HB_ALARM,10044
Wakelock_in,service,1695721839568,1695721839599,GCM_WORK,10044
Wakelock_in,service,1695721839669,1695721839677,GCM_READ,10044
Wakelock_in,service,1695721839672,1695721839694,GCM_WORK,10044
Wakelock_in,service,1695721849569,1695721849578,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695721850641,1695721850653,GCM_READ,10044
Wakelock_in,service,1695721850648,1695721850695,GCM_WORK,10044
Wakelock_in,service,1695721850699,1695721850725,GCM_WORK,10044
Wakelock_in,service,1695721850674,1695721851070,GOOGLE_C2DM,10227
Wakelock_in,service,1695721851063,1695721851218,wake:com.google.firebase.iid.WakeLockHolder,10227
Wakelock_in,service,1695721851440,1695721851584,com.whatsapp:NtpAction#updateNtp,10227
Wakelock_in,service,1695721851553,1695721851588,*job*/com.whatsapp/.crash.upload.ExceptionsUploadService,10227
Wakelock_in,service,1695721851415,1695721851595,*job*/com.whatsapp/.AlarmService,10227
Wakelock_in,service,1695721851881,1695721851883,*job*/it.vodafone.my190/com.vodafone.netperform.runtime.NetPerformJobService,10304
Wakelock_in,service,1695721852105,1695721852116,*job*/com.whatsapp/.push.RegistrationIntentService,10227
Wakelock_in,service,1695721854320,1695721854442,*job*/it.vodafone.my190/com.vodafone.netperform.runtime.NetPerformJobService,10304
Wakelock_in,service,1695721856187,1695721856311,*job*/com.facebook.appmanager/com.facebook.oxygen.appmanager.update.core.UpdateService,10194
Wakelock_in,service,1695721855776,1695721857063,*job*/com.facebook.appmanager/com.facebook.oxygen.common.jobqueue.JobQueueService,10194
Wakelock_in,service,1695721860008,1695721860010,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695721861561,1695721861606,NetworkStats,1000
Wakelock_in,service,1695721862897,1695721863798,SmartFaceService,1000
Wakelock_in,service,1695721867975,1695721868049,NetworkStats,1000
Wakelock_in,service,1695721868341,1695721868343,*alarm*:StatsCompanionService.pull,1000
Wakelock_in,service,1695721868343,1695721868415,com.android.server.stats.StatsCompanionService.PullingAlarmListener,1000
Wakelock_in,service,1695721873219,1695721873578,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721878864,1695721878894,*alarm*:com.whatsapp.alarm.CLIENT_PING_PERIODIC,10227
Wakelock_in,service,1695721881456,1695721881461,*telephony-radio*,1001
Wakelock_in,service,1695721881462,1695721881476,*telephony-radio*,1000
Wakelock_in,service,1695721881480,1695721881481,*telephony-radio*,1001
Wakelock_in,service,1695721851411,1695721881544,*job*/com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
Wakelock_in,service,1695721884520,1695721885104,SmartFaceService,1000
Wakelock_in,service,1695721886848,1695721887056,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721892227,1695721892296,NetworkStats,1000
Wakelock_in,service,1695721902308,1695721902325,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695721902452,1695721902461,*job*/com.samsung.android.smartsuggestions/.extservice.util.LocalPackageJobService,10392
Wakelock_in,service,1695721902396,1695721902476,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721902357,1695721902486,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695721902452,1695721902545,*job*/com.sec.android.app.shealth/com.samsung.android.app.shealth.wearable.packageinfo.PackageInformationJobIntentService,10218
Wakelock_in,service,1695721902478,1695721902574,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721902693,1695721902694,Icing,10044
Wakelock_in,service,1695721902695,1695721902695,Icing,10044
Wakelock_in,service,1695721902694,1695721902695,Icing,10093
Wakelock_in,service,1695721902653,1695721902697,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721902713,1695721902714,nearby:ENWearableDeviceManager,10044
Wakelock_in,service,1695721902583,1695721902721,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695721902738,1695721902738,Icing,10044
Wakelock_in,service,1695721902738,1695721902743,Icing,10093
Wakelock_in,service,1695721902766,1695721902773,Icing,10044
Wakelock_in,service,1695721902775,1695721902775,Icing,10044
Wakelock_in,service,1695721902773,1695721902775,Icing,10093
Wakelock_in,service,1695721902798,1695721902799,*job*/com.samsung.android.app.routines/.domainmodel.metadata.impl.MetadataLoaderJobService,10009
Wakelock_in,service,1695721902799,1695721902974,*job*/com.samsung.android.app.routines/.domainmodel.metadata.impl.MetadataLoaderJobService,10009
Wakelock_in,service,1695721903863,1695721903952,NetworkStats,1000
Wakelock_in,service,1695721903953,1695721903995,NetworkStats,1000
Wakelock_in,service,1695721904125,1695721904199,NetworkStats,1000
Wakelock_in,service,1695721904251,1695721904294,NetworkStats,1000
Wakelock_in,service,1695721904311,1695721904314,*telephony-radio*,1001
Wakelock_in,service,1695721904314,1695721904324,*telephony-radio*,1000
Wakelock_in,service,1695721904324,1695721904330,*telephony-radio*,1001
Wakelock_in,service,1695721904579,1695721905017,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721905393,1695721905394,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695721905401,1695721905406,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695721905677,1695721905731,NetworkStats,1000
Wakelock_in,service,1695721905892,1695721905898,GCM_WORK,10044
Wakelock_in,service,1695721909574,1695721909585,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695721912090,1695721912092,GCM_WORK,10044
Wakelock_in,service,1695721913214,1695721914271,SmartFaceService,1000
Wakelock_in,service,1695721884388,1695721914486,*job*/com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
Wakelock_in,service,1695721914528,1695721914552,*job*/com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
Wakelock_in,service,1695721914180,1695721914789,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721920013,1695721920014,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695721932327,1695721932364,NetworkStats,1000
Wakelock_in,service,1695721933379,1695721933661,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721939020,1695721939950,SmartFaceService,1000
Wakelock_in,service,1695721944920,1695721944933,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695721945105,1695721945159,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695721945117,1695721945170,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721945164,1695721945226,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695721945230,1695721945232,*job*/com.samsung.android.smartsuggestions/.extservice.util.LocalPackageJobService,10392
Wakelock_in,service,1695721945256,1695721945267,*job*/com.sec.android.app.shealth/com.samsung.android.app.shealth.wearable.packageinfo.PackageInformationJobIntentService,10218
Wakelock_in,service,1695721945269,1695721945270,Icing,10044
Wakelock_in,service,1695721945270,1695721945277,Icing,10031
Wakelock_in,service,1695721945291,1695721945291,Icing,10031
Wakelock_in,service,1695721945291,1695721945291,Icing,10044
Wakelock_in,service,1695721945355,1695721945358,nearby:ENWearableDeviceManager,10044
Wakelock_in,service,1695721945404,1695721945408,Icing,10044
Wakelock_in,service,1695721945408,1695721945425,Icing,10031
Wakelock_in,service,1695721945283,1695721945425,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721945432,1695721945432,Icing,10031
Wakelock_in,service,1695721945432,1695721945443,Icing,10044
Wakelock_in,service,1695721945385,1695721945451,*job*/com.samsung.android.app.routines/.domainmodel.metadata.impl.MetadataLoaderJobService,10009
Wakelock_in,service,1695721945455,1695721945455,Icing,10044
Wakelock_in,service,1695721945455,1695721945535,Icing,10031
Wakelock_in,service,1695721945535,1695721945535,Icing,10044
Wakelock_in,service,1695721946267,1695721946324,NetworkStats,1000
Wakelock_in,service,1695721946776,1695721946807,NetworkStats,1000
Wakelock_in,service,1695721946914,1695721946946,NetworkStats,1000
Wakelock_in,service,1695721946959,1695721946960,*telephony-radio*,1001
Wakelock_in,service,1695721946960,1695721946967,*telephony-radio*,1000
Wakelock_in,service,1695721946967,1695721946972,*telephony-radio*,1001
Wakelock_in,service,1695721947449,1695721947450,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695721947487,1695721947489,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695721946993,1695721947505,*launch*,10031
Wakelock_in,service,1695721947552,1695721947554,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695721947610,1695721947931,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721955458,1695721955490,PushWakefulExecutor,10130
Wakelock_in,service,1695721961914,1695721961915,*telephony-radio*,1001
Wakelock_in,service,1695721961916,1695721961928,*telephony-radio*,1000
Wakelock_in,service,1695721969579,1695721969588,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695721970154,1695721970285,*launch*,10031
Wakelock_in,service,1695721977885,1695721977956,NetworkStats,1000
Wakelock_in,service,1695721980014,1695721980016,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695721980232,1695721980273,com.android.server.stats.StatsManagerService,1000
Wakelock_in,service,1695721980562,1695721981777,*launch*,10031
Wakelock_in,service,1695721985418,1695721985558,*launch*,10031
Wakelock_in,service,1695721994827,1695721994833,*alarm*:*job.delay*,10070
Wakelock_in,service,1695721995542,1695721995901,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721993866,1695722003875,*launch*,10031
Wakelock_in,service,1695722010063,1695722010987,SmartFaceService,1000
Wakelock_in,service,1695722012520,1695722012560,NetworkStats,1000
Wakelock_in,service,1695722018485,1695722018600,*launch*,10031
Wakelock_in,service,1695722021240,1695722021383,*launch*,10031
Wakelock_in,service,1695722022110,1695722022114,*telephony-radio*,1001
Wakelock_in,service,1695722022115,1695722022123,*telephony-radio*,1000
Wakelock_in,service,1695722022123,1695722022124,*telephony-radio*,1001
Wakelock_in,service,1695722029583,1695722029592,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695722029730,1695722029853,*launch*,10113
Wakelock_in,service,1695722040018,1695722040020,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695722045900,1695722046806,SmartFaceService,1000
Wakelock_in,service,1695722047682,1695722047695,*alarm*:com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE,10113
Wakelock_in,service,1695722054023,1695722054030,Wakeful StateMachine: GeofencerStateMachine,10044
Wakelock_in,service,1695722054033,1695722054039,*telephony-sem-radio*,1001
Wakelock_in,service,1695722054039,1695722054042,*telephony-sem-radio*,1001
Wakelock_in,service,1695722054043,1695722054049,*telephony-sem-radio*,1001
Wakelock_in,service,1695722054049,1695722054055,*telephony-sem-radio*,1001
Wakelock_in,service,1695722054057,1695722054058,*telephony-sem-radio*,1001
Wakelock_in,service,1695722054027,1695722054087,NlpWakeLock,10044
Wakelock_in,service,1695722054090,1695722054090,*telephony-radio*,1001
Wakelock_in,service,1695722054090,1695722054095,*telephony-radio*,1000
Wakelock_in,service,1695722054095,1695722054096,*telephony-radio*,1001
Wakelock_in,service,1695722054114,1695722054131,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695722054132,1695722054140,*gms_scheduler*:internal,10044
Wakelock_in,service,1695722054139,1695722054145,AudioMix,1041
Wakelock_in,service,1695722054243,1695722054244,*telephony-radio*,1001
Wakelock_in,service,1695722054177,1695722054247,NetworkStats,1000
Wakelock_in,service,1695722054244,1695722054248,*telephony-radio*,1000
Wakelock_in,service,1695722054248,1695722054249,*telephony-radio*,1001
Wakelock_in,service,1695722054323,1695722054325,*telephony-radio*,1001
Wakelock_in,service,1695722054325,1695722054331,*telephony-radio*,1000
Wakelock_in,service,1695722054331,1695722054337,*telephony-radio*,1001
Wakelock_in,service,1695722054145,1695722054347,AudioMix,10009
Wakelock_in,service,1695722054347,1695722054404,AudioMix,1041
Wakelock_in,service,1695722054123,1695722054670,*job*/com.facebook.katana/com.facebook.conditionalworker.ConditionalWorkerService,10130
Wakelock_in,service,1695722055529,1695722055565,NetworkStats,1000
Wakelock_in,service,1695722054276,1695722055582,android.media.MediaPlayer,10009
Wakelock_in,service,1695722054404,1695722055602,AudioMix,10009
Wakelock_in,service,1695722055602,1695722057142,AudioMix,1041
Wakelock_in,service,1695722062727,1695722062729,*telephony-radio*,1001
Wakelock_in,service,1695722062729,1695722062738,*telephony-radio*,1000
Wakelock_in,service,1695722062738,1695722062739,*telephony-radio*,1001
Wakelock_in,service,1695722071305,1695722072287,SmartFaceService,1000
Wakelock_in,service,1695722080730,1695722080765,*walarm*:com.google.android.gms.gcm.HEARTBEAT_ALARM,10044
Wakelock_in,service,1695722080756,1695722080772,GCM_HB_ALARM,10044
Wakelock_in,service,1695722080743,1695722080773,GCM_WORK,10044
Wakelock_in,service,1695722080928,1695722080933,GCM_READ,10044
Wakelock_in,service,1695722080930,1695722080965,GCM_WORK,10044
Wakelock_in,service,1695721729161,1695722084196,screen,-1
Wakelock_in,service,1695722084239,1695722084257,ActivityManager-Sleep,1000
Wakelock_in,service,1695722084332,1695722084332,*telephony-sem-radio*,1001
Wakelock_in,service,1695722084333,1695722084333,*telephony-radio*,1001
Wakelock_in,service,1695722084332,1695722084335,*telephony-sem-radio*,1001
Wakelock_in,service,1695722084335,1695722084335,*telephony-sem-radio*,1001
Wakelock_in,service,1695722084335,1695722084336,*telephony-sem-radio*,1001
Wakelock_in,service,1695722084333,1695722084336,*telephony-radio*,1001
Wakelock_in,service,1695722084338,1695722084340,*telephony-sem-radio*,1001
Wakelock_in,service,1695722084336,1695722084342,*telephony-radio*,1001
Wakelock_in,service,1695722084342,1695722084343,*telephony-radio*,1001
Wakelock_in,service,1695722084343,1695722084344,*telephony-radio*,1001
Wakelock_in,service,1695722084344,1695722084344,*telephony-radio*,1001
Wakelock_in,service,1695722084344,1695722084345,*telephony-radio*,1001
Wakelock_in,service,1695722084346,1695722084347,*telephony-radio*,1001
Wakelock_in,service,1695722084384,1695722084387,BSS_InDisplaySensorHelper:P,1000
Wakelock_in,service,1695722084479,1695722084572,startDream,1000
Wakelock_in,service,1695722084626,1695722084627,motion_service,1000
Wakelock_in,service,1695722084532,1695722084784,Scrims,10009
Wakelock_in,service,1695722084836,1695722084838,Wakeful StateMachine: GeofencerStateMachine,10044
Wakelock_in,service,1695722084845,1695722084852,NlpWakeLock,10044
Wakelock_in,service,1695722084502,1695722084908,Doze,10009
Wakelock_in,service,1695722084921,1695722084987,WifiSuspend,1000
Wakelock_in,service,1695722084884,1695722085047,AOD_Notification,10009
Wakelock_in,service,1695722084815,1695722085802,AOD_TspUpdate,10009
Wakelock_in,service,1695722084594,1695722086167,AOD_EnsureWorkingTime,10009
Wakelock_in,service,1695722088224,1695722088234,GCM_READ,10044
Wakelock_in,service,1695722088230,1695722088262,GCM_WORK,10044
Wakelock_in,service,1695722088265,1695722088277,GCM_WORK,10044
Wakelock_in,service,1695722088247,1695722088302,GOOGLE_C2DM,10227
Wakelock_in,service,1695722088298,1695722088336,wake:com.google.firebase.iid.WakeLockHolder,10227
Wakelock_in,service,1695722089071,1695722089111,*walarm*:com.android.internal.policy.impl.PhoneWindowManager.DELAYED_KEYGUARD,10009
Wakelock_in,service,1695722089102,1695722089113,*job*/com.whatsapp/.push.RegistrationIntentService,10227
Wakelock_in,service,1695722089104,1695722089274,show keyguard,10009
Wakelock_in,service,1695722092839,1695722092839,SyncLoopWakeLock,1000
Wakelock_in,service,1695722094054,1695722094379,*job*/com.osp.app.signin/androidx.work.impl.background.systemjob.SystemJobService,10075
Wakelock_in,service,1695722084811,1695722094817,BSS_InDisplaySensorHelper:P,1000
Wakelock_in,service,1695722093485,1695722095632,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695722098705,1695722098735,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695722099166,1695722099201,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695722100009,1695722100028,*alarm*:FIRST_ALARM_TRIGGER_ACTION,1000
Wakelock_in,service,1695722100028,1695722100034,*alarm*,10009
Wakelock_in,service,1695722100089,1695722100235,Doze,10009
Wakelock_in,service,1695722100028,1695722100275,AOD_OnTick,10009
Wakelock_in,service,1695722100084,1695722100613,AOD_TspUpdate,10009
Wakelock_in,service,1695722101867,1695722101875,*telephony-radio*,1001
Wakelock_in,service,1695722101875,1695722101883,*telephony-radio*,1000
Wakelock_in,service,1695722101883,1695722101891,*telephony-radio*,1001
Wakelock_in,service,1695722104700,1695722104702,AOD_Notification,10009
Wakelock_in,service,1695722088340,1695722107540,*job*/com.samsung.android.sm.devicesecurity/.BackgroundCloudScanJobService,5012
Wakelock_in,service,1695722110079,1695722110081,*telephony-radio*,1001
Wakelock_in,service,1695722110081,1695722110087,*telephony-radio*,1000
Wakelock_in,service,1695722110087,1695722110089,*telephony-radio*,1001
Wakelock_in,service,1695722127656,1695722127658,*telephony-radio*,1001
Wakelock_in,service,1695722127658,1695722127668,*telephony-radio*,1001
Wakelock_in,service,1695722127669,1695722127673,*telephony-radio*,1001
Wakelock_in,service,1695722134855,1695722135823,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695722145513,1695722145514,*telephony-radio*,1001
Wakelock_in,service,1695722145515,1695722145534,*telephony-radio*,1000
Wakelock_in,service,1695722145534,1695722145535,*telephony-radio*,1001
Wakelock_in,service,1695722088355,1695722145535,*job*/com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
