metric,type,start_time,end_time,value,opt
Partial wakelock,service,1695721726183,1695721726185,*telephony-radio*,
Wakelock_in,service,1695721726183,1695721726185,*telephony-radio*,1001
Partial wakelock,service,1695721726186,1695721726193,*telephony-radio*,
Wakelock_in,service,1695721726186,1695721726193,*telephony-radio*,1000
Partial wakelock,service,1695721726193,1695721726194,*telephony-radio*,
Wakelock_in,service,1695721726193,1695721726194,*telephony-radio*,1001
App Processor wakeup,service,1695721726241,1695721726241,com.microsoft.appmanager,10119
Partial wakelock,service,1695721726621,1695721726623,*telephony-sem-radio*,
Wakelock_in,service,1695721726621,1695721726623,*telephony-sem-radio*,1001
Wakelock_in,service,1695721726623,1695721726628,*telephony-sem-radio*,1001
Wakelock_in,service,1695721726628,1695721726630,*telephony-sem-radio*,1001
Partial wakelock,service,1695721726623,1695721726632,*telephony-sem-radio*,
Wakelock_in,service,1695721726631,1695721726632,*telephony-sem-radio*,1001
Partial wakelock,service,1695721726639,1695721726640,*telephony-sem-radio*,
Wakelock_in,service,1695721726639,1695721726640,*telephony-sem-radio*,1001
Partial wakelock,service,1695721727666,1695721727714,NetworkStats,
Wakelock_in,service,1695721727666,1695721727714,NetworkStats,1000
Partial wakelock,service,1695721727718,1695721727765,NetworkStats,
Wakelock_in,service,1695721727718,1695721727765,NetworkStats,1000
Wakelock_in,service,1695721729175,1695721729182,Wakeful StateMachine: GeofencerStateMachine,10044
Brightness,int,1695721726081,1695721729207,1,
Wakelock_in,service,1695721729207,1695721729210,*telephony-radio*,1001
Wakelock_in,service,1695721729215,1695721729216,*telephony-sem-radio*,1001
Wakelock_in,service,1695721729216,1695721729218,*telephony-sem-radio*,1001
Wakelock_in,service,1695721729211,1695721729219,*telephony-radio*,1000
Wakelock_in,service,1695721729219,1695721729225,*telephony-radio*,1001
Wakelock_in,service,1695721729218,1695721729226,*telephony-sem-radio*,1001
Wakelock_in,service,1695721729182,1695721729232,NlpWakeLock,10044
Wakelock_in,service,1695721729226,1695721729233,*telephony-sem-radio*,1001
Wakelock_in,service,1695721729236,1695721729237,*telephony-sem-radio*,1001
BLE scanning,bool,1695721726081,1695721729242,true,
Alarm,service,1695721729251,1695721729254,*alarm*:*job.delay*,10119
Wakelock_in,service,1695721729251,1695721729254,*alarm*:*job.delay*,10119
Wakelock_in,service,1695721729273,1695721729282,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721729288,1695721729288,*telephony-sem-radio*,1001
Wakelock_in,service,1695721729290,1695721729291,*telephony-radio*,1001
Wakelock_in,service,1695721729288,1695721729294,*telephony-sem-radio*,1001
Wakelock_in,service,1695721729294,1695721729295,*telephony-sem-radio*,1001
Wakelock_in,service,1695721729292,1695721729296,*telephony-radio*,1001
Wakelock_in,service,1695721729295,1695721729298,*telephony-sem-radio*,1001
Wakelock_in,service,1695721729304,1695721729304,*telephony-sem-radio*,1001
Charging status,string,1695721726081,1695721729317,c,
Plug,string,1695721726081,1695721729317,u,
Temperature,int,1695721726081,1695721729317,321,
Voltage,int,1695721726081,1695721729317,4009,
Coulomb charge,int,1695721726081,1695721729317,3059,
Plugged,bool,1695721726081,1695721729317,true,
Wakelock_in,service,1695721729352,1695721729352,motion_service,1000
Wakelock_in,service,1695721729296,1695721729353,*telephony-radio*,1001
Wakelock_in,service,1695721729353,1695721729355,*telephony-radio*,1001
Wakelock_in,service,1695721729357,1695721729358,*telephony-radio*,1001
Wakelock_in,service,1695721729317,1695721729397,NetworkStats,1000
Wakelock_in,service,1695721729411,1695721729411,*telephony-radio*,1001
Wakelock_in,service,1695721729411,1695721729418,*telephony-radio*,1000
Wakelock_in,service,1695721729418,1695721729419,*telephony-radio*,1001
Wakelock_in,service,1695721729421,1695721729422,*telephony-radio*,1001
Wakelock_in,service,1695721729422,1695721729426,*telephony-radio*,1000
Wakelock_in,service,1695721729426,1695721729427,*telephony-radio*,1001
Wakelock_in,service,1695721729300,1695721729502,RILJ_ACK_WL,1001
Wakelock_in,service,1695721729520,1695721729522,Wakeful StateMachine: GeofencerStateMachine,10044
Wakelock_in,service,1695721729531,1695721729539,NlpWakeLock,10044
Wakelock_in,service,1695721729713,1695721729714,GCM_WORK,10044
Wakelock_in,service,1695721729895,1695721730009,Doze,10009
JobScheduler,service,1695721729264,1695721730736,com.microsoft.appmanager/.network.service.NetworkDataMetricsService,10119
Wakelock_in,service,1695721730718,1695721730737,*job*/com.microsoft.appmanager/.network.service.NetworkDataMetricsService,10119
Wakelock_in,service,1695721730742,1695721730772,NetworkStats,1000
Wakelock_in,service,1695721731525,1695721731529,Icing,10118
Wakelock_in,service,1695721731529,1695721731532,Icing,10044
Wakelock_in,service,1695721732095,1695721732095,GCM_WORK,10044
Wakelock_in,service,1695721732596,1695721732596,*telephony-sem-radio*,1001
Wakelock_in,service,1695721732596,1695721732597,*telephony-sem-radio*,1001
Wakelock_in,service,1695721732597,1695721732601,*telephony-sem-radio*,1001
Wakelock_in,service,1695721732601,1695721732601,*telephony-sem-radio*,1001
Wakelock_in,service,1695721732602,1695721732602,*telephony-sem-radio*,1001
Wakelock_in,service,1695721733406,1695721733437,NetworkStats,1000
Camera,bool,1695721730142,1695721733463,true,
Wakelock_in,service,1695721733441,1695721733463,NetworkStats,1000
Wakelock_in,service,1695721731502,1695721734510,AudioMix,1041
Wakelock_in,service,1695721732723,1695721734987,SmartFaceService,1000
Wakelock_in,service,1695721736604,1695721736609,CMWakeLock,10044
Wakelock_in,service,1695721737115,1695721737118,NlpWakeLock,10044
Camera,bool,1695721734987,1695721737150,true,
Wakelock_in,service,1695721737130,1695721737150,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721737223,1695721737225,LockoutResetMonitor:SendLockoutReset,1000
Wakelock_in,service,1695721737225,1695721737225,lockoutResetCallback,10009
JobScheduler,service,1695721738560,1695721738575,com.osp.app.signin/androidx.work.impl.background.systemjob.SystemJobService,10075
Wakelock_in,service,1695721738569,1695721738575,*job*/com.osp.app.signin/androidx.work.impl.background.systemjob.SystemJobService,10075
Wakelock_in,service,1695721739051,1695721739109,*gms_scheduler*:internal,10044
Wakelock_in,service,1695721739113,1695721739125,*gms_scheduler*:internal,10044
Wakelock_in,service,1695721739080,1695721739142,*gms_scheduler*/com.google.android.gms/.icing.proxy.IcingInternalCorporaUpdateService,10044
Wakelock_in,service,1695721739144,1695721739156,*gms_scheduler*:internal,10044
Wakelock_in,service,1695721739158,1695721739171,*gms_scheduler*:internal,10044
Wakelock_in,service,1695721739721,1695721739731,Wakeful StateMachine: GeofencerStateMachine,10044
Alarm,service,1695721740007,1695721740013,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695721740012,1695721740014,*alarm*:TIME_TICK,1000
Alarm,service,1695721742031,1695721742047,*alarm*:com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE,10113
Wakelock_in,service,1695721742037,1695721742047,*alarm*:com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE,10113
Top app,service,1695721729156,1695721748701,com.sec.android.app.launcher,10113
Wakelock_in,service,1695721748853,1695721748854,*telephony-radio*,1001
Wakelock_in,service,1695721748854,1695721748859,*telephony-radio*,1000
Wakelock_in,service,1695721748859,1695721748860,*telephony-radio*,1001
Wakelock_in,service,1695721748861,1695721748862,*telephony-radio*,1001
Wakelock_in,service,1695721748862,1695721748864,*telephony-radio*,1000
Wakelock_in,service,1695721748865,1695721748866,*telephony-radio*,1001
Wakelock_in,service,1695721748666,1695721749096,*launch*,1000
Wakelock_in,service,1695721748765,1695721753867,VK_WakeLock,1000
Wakelock_in,service,1695721757813,1695721757914,com.samsung.android.bixby.wakeup:DspControlService,1000
Voltage,int,1695721729317,1695721759328,4012,
Alarm,service,1695721763434,1695721763454,*alarm*:com.google.android.gms.auth.authzen.cryptauth.DEVICE_STATE_CHECK_DELAY_COMPLETE,10044
Wakelock_in,service,1695721763450,1695721763454,*alarm*:com.google.android.gms.auth.authzen.cryptauth.DEVICE_STATE_CHECK_DELAY_COMPLETE,10044
Wifi radio,bool,1695721726241,1695721765107,true,
Camera,bool,1695721767831,1695721768847,true,
Wakelock_in,service,1695721767831,1695721768847,SmartFaceService,1000
Brightness,int,1695721729207,1695721770578,3,
Brightness,int,1695721770578,1695721772025,1,
App Processor wakeup,service,1695721781099,1695721781099,com.microsoft.appmanager,10119
Top app,service,1695721748701,1695721781698,com.android.settings,1000
Wakelock_in,service,1695721781684,1695721781760,*launch*,10009
Wakelock_in,service,1695721782567,1695721782570,*launch*,10009
Top app,service,1695721781698,1695721782579,com.android.systemui,10009
Wakelock_in,service,1695721782570,1695721782615,*launch*,1000
Coulomb charge,int,1695721729317,1695721789519,3063,
Alarm,service,1695721789519,1695721789572,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695721789565,1695721789572,*alarm*:DetectMovementSPListener,1000
Alarm,service,1695721800006,1695721800010,*alarm*:TIME_TICK,1000
Camera,bool,1695721799778,1695721800011,true,
Wakelock_in,service,1695721800008,1695721800011,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695721799778,1695721800709,SmartFaceService,1000
Brightness,int,1695721772025,1695721802520,3,
Brightness,int,1695721802520,1695721807291,1,
Wifi radio,bool,1695721781099,1695721813700,true,
App Processor wakeup,service,1695721814557,1695721814557,com.microsoft.appmanager,10119
Wakelock_in,service,1695721814721,1695721814726,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814726,1695721814733,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814733,1695721814735,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814755,1695721814760,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814761,1695721814766,*telephony-sem-radio*,1001
Wakelock_in,service,1695721814766,1695721814767,*telephony-sem-radio*,1001
Camera,bool,1695721824764,1695721825103,true,
Wakelock_in,service,1695721824764,1695721825103,SmartFaceService,1000
Brightness,int,1695721807291,1695721827504,3,
Brightness,int,1695721827504,1695721828629,1,
Alarm,service,1695721839542,1695721839585,*walarm*:com.google.android.gms.gcm.HEARTBEAT_ALARM,10044
Wakelock_in,service,1695721839546,1695721839586,*walarm*:com.google.android.gms.gcm.HEARTBEAT_ALARM,10044
Wakelock_in,service,1695721839572,1695721839597,GCM_HB_ALARM,10044
Wakelock_in,service,1695721839568,1695721839599,GCM_WORK,10044
Wakelock_in,service,1695721839669,1695721839677,GCM_READ,10044
Wakelock_in,service,1695721839672,1695721839694,GCM_WORK,10044
Alarm,service,1695721849566,1695721849578,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695721849569,1695721849578,*alarm*:DetectMovementSPListener,1000
Temp White List,service,1695721839562,1695721849590,"broadcast:u0a44:com.google.android.gms.gcm.HEARTBEAT_ALARM,reason:",10044
Wakelock_in,service,1695721850641,1695721850653,GCM_READ,10044
Wakelock_in,service,1695721850648,1695721850695,GCM_WORK,10044
Wakelock_in,service,1695721850699,1695721850725,GCM_WORK,10044
Wakelock_in,service,1695721850674,1695721851070,GOOGLE_C2DM,10227
Wakelock_in,service,1695721851063,1695721851218,wake:com.google.firebase.iid.WakeLockHolder,10227
Wakelock_in,service,1695721851440,1695721851584,com.whatsapp:NtpAction#updateNtp,10227
JobScheduler,service,1695721851552,1695721851587,com.whatsapp/.crash.upload.ExceptionsUploadService,10227
Wakelock_in,service,1695721851553,1695721851588,*job*/com.whatsapp/.crash.upload.ExceptionsUploadService,10227
JobScheduler,service,1695721851408,1695721851595,com.whatsapp/.AlarmService,10227
Wakelock_in,service,1695721851415,1695721851595,*job*/com.whatsapp/.AlarmService,10227
JobScheduler,service,1695721851287,1695721851883,it.vodafone.myNumbers/com.vodafone.netperform.runtime.NetPerformJobService,10304
Wakelock_in,service,1695721851881,1695721851883,*job*/it.vodafone.my190/com.vodafone.netperform.runtime.NetPerformJobService,10304
JobScheduler,service,1695721852104,1695721852116,com.whatsapp/.push.RegistrationIntentService,10227
Wakelock_in,service,1695721852105,1695721852116,*job*/com.whatsapp/.push.RegistrationIntentService,10227
JobScheduler,service,1695721854319,1695721854442,it.vodafone.myNumbers/com.vodafone.netperform.runtime.NetPerformJobService,10304
Wakelock_in,service,1695721854320,1695721854442,*job*/it.vodafone.my190/com.vodafone.netperform.runtime.NetPerformJobService,10304
Foreground process,service,1695721851353,1695721854472,com.whatsapp,10227
JobScheduler,service,1695721856185,1695721856310,com.facebook.appmanager/com.facebook.oxygen.appmanager.update.core.UpdateService,10194
Wakelock_in,service,1695721856187,1695721856311,*job*/com.facebook.appmanager/com.facebook.oxygen.appmanager.update.core.UpdateService,10194
JobScheduler,service,1695721855771,1695721857063,com.facebook.appmanager/com.facebook.oxygen.common.jobqueue.JobQueueService,10194
Wakelock_in,service,1695721855776,1695721857063,*job*/com.facebook.appmanager/com.facebook.oxygen.common.jobqueue.JobQueueService,10194
Alarm,service,1695721860006,1695721860010,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695721860008,1695721860010,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695721861561,1695721861606,NetworkStats,1000
Camera,bool,1695721862897,1695721863798,true,
Wakelock_in,service,1695721862897,1695721863798,SmartFaceService,1000
Brightness,int,1695721828629,1695721865643,3,
Brightness,int,1695721865643,1695721866729,1,
Wakelock_in,service,1695721867975,1695721868049,NetworkStats,1000
Alarm,service,1695721868341,1695721868343,*alarm*:StatsCompanionService.pull,1000
Wakelock_in,service,1695721868341,1695721868343,*alarm*:StatsCompanionService.pull,1000
Wakelock_in,service,1695721868343,1695721868415,com.android.server.stats.StatsCompanionService.PullingAlarmListener,1000
Temp White List,service,1695721850719,1695721870770,"broadcast:u0a44:com.google.android.c2dm.intent.RECEIVE,reason:high-prio FCM",10227
JobScheduler,service,1695721873216,1695721873578,com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721873219,1695721873578,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Active process,service,1695721867232,1695721873583,com.android.vending,10070
Alarm,service,1695721878862,1695721878894,*alarm*:com.whatsapp.alarm.CLIENT_PING_PERIODIC,10227
Wakelock_in,service,1695721878864,1695721878894,*alarm*:com.whatsapp.alarm.CLIENT_PING_PERIODIC,10227
Coulomb charge,int,1695721789519,1695721880189,3055,
Wakelock_in,service,1695721881456,1695721881461,*telephony-radio*,1001
Wakelock_in,service,1695721881462,1695721881476,*telephony-radio*,1000
Wakelock_in,service,1695721881480,1695721881481,*telephony-radio*,1001
JobScheduler,service,1695721851397,1695721881544,com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
Wakelock_in,service,1695721851411,1695721881544,*job*/com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
Temp White List,service,1695721866729,1695721884215,package verifier,10070
Temp White List,service,1695721867206,1695721884220,package verifier,5012
Camera,bool,1695721884520,1695721885104,true,
Wakelock_in,service,1695721884520,1695721885104,SmartFaceService,1000
JobScheduler,service,1695721886843,1695721887056,com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721886848,1695721887056,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Brightness,int,1695721866729,1695721887071,3,
Active process,service,1695721884462,1695721887071,com.android.vending,10070
Wakelock_in,service,1695721892227,1695721892296,NetworkStats,1000
Brightness,int,1695721887071,1695721895434,1,
Package install,service,1695721902075,1695721902075,com.example.robotinteraction.test,10093
Package install,service,1695721902309,1695721902309,com.example.robotinteraction.test,10093
Wakelock_in,service,1695721902308,1695721902325,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
JobScheduler,service,1695721902336,1695721902461,com.samsung.android.smartsuggestions/.extservice.util.LocalPackageJobService,10392
Wakelock_in,service,1695721902452,1695721902461,*job*/com.samsung.android.smartsuggestions/.extservice.util.LocalPackageJobService,10392
Wakelock_in,service,1695721902396,1695721902476,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721902357,1695721902486,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
JobScheduler,service,1695721902234,1695721902545,com.sec.android.app.shealth/com.samsung.android.app.shealth.wearable.packageinfo.PackageInformationJobIntentService,10218
Wakelock_in,service,1695721902452,1695721902545,*job*/com.sec.android.app.shealth/com.samsung.android.app.shealth.wearable.packageinfo.PackageInformationJobIntentService,10218
Wakelock_in,service,1695721902478,1695721902574,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721902693,1695721902694,Icing,10044
Wakelock_in,service,1695721902695,1695721902695,Icing,10044
Wakelock_in,service,1695721902694,1695721902695,Icing,10093
Wakelock_in,service,1695721902653,1695721902697,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721902713,1695721902714,nearby:ENWearableDeviceManager,10044
Wakelock_in,service,1695721902583,1695721902721,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695721902738,1695721902738,Icing,10044
Wakelock_in,service,1695721902738,1695721902743,Icing,10093
Wakelock_in,service,1695721902766,1695721902773,Icing,10044
Wakelock_in,service,1695721902775,1695721902775,Icing,10044
Wakelock_in,service,1695721902773,1695721902775,Icing,10093
JobScheduler,service,1695721902760,1695721902799,com.samsung.android.app.routines/.domainmodel.metadata.impl.MetadataLoaderJobService,10009
Wakelock_in,service,1695721902798,1695721902799,*job*/com.samsung.android.app.routines/.domainmodel.metadata.impl.MetadataLoaderJobService,10009
Wakelock_in,service,1695721902799,1695721902974,*job*/com.samsung.android.app.routines/.domainmodel.metadata.impl.MetadataLoaderJobService,10009
Active process,service,1695721902471,1695721903666,com.samsung.android.app.galaxyfinder:appservice,10037
Wakelock_in,service,1695721903863,1695721903952,NetworkStats,1000
Wakelock_in,service,1695721903953,1695721903995,NetworkStats,1000
Wakelock_in,service,1695721904125,1695721904199,NetworkStats,1000
Wakelock_in,service,1695721904251,1695721904294,NetworkStats,1000
Wakelock_in,service,1695721904311,1695721904314,*telephony-radio*,1001
Wakelock_in,service,1695721904314,1695721904324,*telephony-radio*,1000
Wakelock_in,service,1695721904324,1695721904330,*telephony-radio*,1001
Active process,service,1695721729851,1695721904819,com.google.android.apps.turbo,10114
JobScheduler,service,1695721904559,1695721905016,com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721904579,1695721905017,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Active process,service,1695721902462,1695721905020,com.android.vending,10070
Active process,service,1695721729939,1695721905087,com.samsung.android.app.aodservice:provider,10009
Active process,service,1695721730142,1695721905145,com.google.android.projection.gearhead:car,10276
Active process,service,1695721729984,1695721905349,com.samsung.android.sm.policy,10144
JobScheduler,service,1695721905376,1695721905394,com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695721905393,1695721905394,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695721905401,1695721905406,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695721905677,1695721905731,NetworkStats,1000
Wakelock_in,service,1695721905892,1695721905898,GCM_WORK,10044
Alarm,service,1695721909574,1695721909585,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695721909574,1695721909585,*alarm*:DetectMovementSPListener,1000
Battery Level,int,1695721726081,1695721910331,77,
Voltage,int,1695721759328,1695721910331,3968,
Coulomb charge,int,1695721880189,1695721910331,3051,
Wakelock_in,service,1695721912090,1695721912092,GCM_WORK,10044
Camera,bool,1695721913214,1695721914180,true,
Wakelock_in,service,1695721913214,1695721914271,SmartFaceService,1000
JobScheduler,service,1695721884387,1695721914486,com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
Wakelock_in,service,1695721884388,1695721914486,*job*/com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
JobScheduler,service,1695721914526,1695721914552,com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
Wakelock_in,service,1695721914528,1695721914552,*job*/com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService,10227
JobScheduler,service,1695721914178,1695721914789,com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721914180,1695721914789,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Active process,service,1695721905376,1695721914811,com.android.vending,10070
Active process,service,1695721729514,1695721914916,com.samsung.android.mdx,10059
Brightness,int,1695721895434,1695721915103,3,
Active process,service,1695721729304,1695721918024,com.microsoft.appmanager,10119
Alarm,service,1695721920007,1695721920014,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695721920013,1695721920014,*alarm*:TIME_TICK,1000
Brightness,int,1695721915103,1695721921463,1,
Temp White List,service,1695721906232,1695721923266,package verifier,10070
Temp White List,service,1695721906243,1695721923276,package verifier,5012
Temp White List,service,1695721902002,1695721932023,keychain,1000
Wakelock_in,service,1695721932327,1695721932364,NetworkStats,1000
JobScheduler,service,1695721933376,1695721933661,com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695721933379,1695721933661,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Active process,service,1695721931376,1695721933675,com.android.vending,10070
Active process,service,1695721726081,1695721933728,com.sec.android.app.dexonpc,1000
Coulomb charge,int,1695721910331,1695721939950,3047,
Camera,bool,1695721939020,1695721939950,true,
Wakelock_in,service,1695721939020,1695721939950,SmartFaceService,1000
Brightness,int,1695721921463,1695721941766,3,
Brightness,int,1695721941766,1695721943590,1,
Package install,service,1695721944782,1695721944782,com.example.robotinteraction,10031
Package install,service,1695721944906,1695721944906,com.example.robotinteraction,10031
Wakelock_in,service,1695721944920,1695721944933,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695721945105,1695721945159,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
